,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekend,day,month,year
165,"23,785",San Diego Padres,1,5,2, 2:43,"Night Game, on grass",Baltimore Orioles,0,11,7, 7:08 p.m. , Oriole Park at Camden Yards,Wednesday,22,June, 2016
166,"41,838",Arizona Diamondbacks,0,3,4, 2:42,"Night Game, on turf",Toronto Blue Jays,0,9,2, 7:07 p.m. , Rogers Centre,Tuesday,21,June, 2016
167,"32,291",Cincinnati Reds,0,11,8, 2:29,"Night Game, on grass",Texas Rangers,0,6,2, 7:10 p.m. , Globe Life Park in Arlington,Tuesday,21,June, 2016
168,"33,040",Tampa Bay Rays,1,14,6, 3:15,"Night Game, on grass",Baltimore Orioles,0,14,8, 7:07 p.m. , Oriole Park at Camden Yards,Saturday,25,June, 2016
169,"44,840",Kansas City Royals,0,14,3, 4:28,"Night Game, on grass",St. Louis Cardinals,3,10,2, 7:15 p.m. , Busch Stadium III,Wednesday,29,June, 2016
170,"25,477",Pittsburgh Pirates,0,11,8, 2:47,"Night Game, on grass",Seattle Mariners,3,6,1, 7:10 p.m. , Safeco Field,Wednesday,29,June, 2016
171,"25,221",Baltimore Orioles,0,12,12, 3:07,"Day Game, on grass",San Diego Padres,1,8,6, 12:41 p.m. , Petco Park,Wednesday,29,June, 2016
172,"32,810",San Francisco Giants,2,8,1, 2:44,"Night Game, on grass",Oakland Athletics,0,7,7, 7:07 p.m. , Oakland-Alameda County Coliseum,Wednesday,29,June, 2016
173,"39,875",Texas Rangers,1,9,7, 3:19,"Night Game, on grass",New York Yankees,2,10,9, 7:09 p.m. , Yankee Stadium III,Wednesday,29,June, 2016
174,"26,566",Los Angeles Dodgers,1,2,0, 2:30,"Night Game, on grass",Milwaukee Brewers,0,12,7, 7:10 p.m. , Miller Park,Wednesday,29,June, 2016
175,"31,760",Miami Marlins,0,14,3, 3:13,"Day Game, on grass",Detroit Tigers,0,15,10, 1:10 p.m. , Comerica Park,Wednesday,29,June, 2016
176,"38,412",Toronto Blue Jays,0,11,5, 3:17,"Day Game, on grass",Colorado Rockies,1,9,3, 1:11 p.m. , Coors Field,Wednesday,29,June, 2016
177,"37,188",Chicago Cubs,0,12,9, 3:14,"Day Game, on grass",Cincinnati Reds,0,9,2, 12:37 p.m. , Great American Ball Park,Wednesday,29,June, 2016
178,"18,571",Minnesota Twins,1,11,6, 3:03,"Night Game, on grass",Chicago White Sox,1,13,9, 7:10 p.m. , U.S. Cellular Field,Wednesday,29,June, 2016
179,"16,600",Cleveland Indians,0,8,3, 2:51,"Night Game, on grass",Atlanta Braves,1,7,0, 7:11 p.m. , Turner Field,Wednesday,29,June, 2016
180,"18,603",Philadelphia Phillies,2,17,9, 3:53,"Day Game, on grass",Arizona Diamondbacks,1,15,8, 12:41 p.m. , Chase Field,Wednesday,29,June, 2016
181,"46,608",Colorado Rockies,1,5,1, 3:11,"Night Game, on grass",Los Angeles Dodgers,0,10,6, 7:11 p.m. , Dodger Stadium,Saturday,2,July, 2016
182,"27,657",Oakland Athletics,0,2,0, 2:44,"Day Game, on grass",Minnesota Twins,1,10,4, 12:10 p.m. , Target Field,Wednesday,6,July, 2016
183,"40,899",Baltimore Orioles,0,13,6, 5:26,"Day Game, on grass",Los Angeles Dodgers,0,16,4, 12:10 p.m. , Dodger Stadium,Wednesday,6,July, 2016
184,"25,709",Seattle Mariners,3,10,8, 3:32,"Night Game, on grass",Houston Astros,0,12,9, 7:11 p.m. , Minute Maid Park,Wednesday,6,July, 2016
185,"24,098",Detroit Tigers,1,12,12, 3:13,"Day Game, on grass",Cleveland Indians,1,7,2, 12:11 p.m. , Progressive Field,Wednesday,6,July, 2016
186,"41,262",Cincinnati Reds,0,8,5, 2:56,"Day Game, on grass",Chicago Cubs,0,8,3, 1:21 p.m. , Wrigley Field,Wednesday,6,July, 2016
187,"21,144",New York Yankees,0,8,0, 2:54,"Night Game, on grass",Chicago White Sox,0,5,5, 7:10 p.m. , U.S. Cellular Field,Wednesday,6,July, 2016
188,"37,175",Texas Rangers,3,10,6, 3:19,"Night Game, on grass",Boston Red Sox,1,10,11, 7:09 p.m. , Fenway Park,Wednesday,6,July, 2016
189,"17,091",San Diego Padres,0,14,13, 3:10,"Night Game, on grass",Arizona Diamondbacks,0,12,6, 6:40 p.m. , Chase Field,Wednesday,6,July, 2016
190,"25,138",Milwaukee Brewers,0,10,5, 2:52,"Night Game, on grass",Washington Nationals,1,12,2, 7:07 p.m. , Nationals Park,Tuesday,5,July, 2016
191,"35,917",Kansas City Royals,1,7,3, 2:32,"Night Game, on turf",Toronto Blue Jays,0,13,8, 7:08 p.m. , Rogers Centre,Tuesday,5,July, 2016
192,"14,896",Los Angeles Angels of Anaheim,2,16,13, 3:19,"Night Game, on turf",Tampa Bay Rays,1,14,5, 7:10 p.m. , Tropicana Field,Tuesday,5,July, 2016
193,"41,444",Pittsburgh Pirates,1,11,5, 3:07,"Night Game, on grass",St. Louis Cardinals,1,6,2, 7:09 p.m. , Busch Stadium III,Tuesday,5,July, 2016
194,"43,288",Los Angeles Angels of Anaheim,0,8,2, 3:14,"Day Game, on grass",Baltimore Orioles,0,10,3, 4:08 p.m. , Oriole Park at Camden Yards,Saturday,9,July, 2016
195,"38,861",Pittsburgh Pirates,1,6,0, 2:36,"Night Game, on grass",Washington Nationals,0,10,6, 8:16 p.m. , Nationals Park,Saturday,16,July, 2016
196,"18,638",Baltimore Orioles,0,7,2, 2:33,"Night Game, on turf",Tampa Bay Rays,0,4,1, 6:11 p.m. , Tropicana Field,Saturday,16,July, 2016
197,"44,840",Miami Marlins,0,3,0, 2:39,"Night Game, on grass",St. Louis Cardinals,0,8,5, 6:16 p.m. , Busch Stadium III,Saturday,16,July, 2016
198,"41,386",Houston Astros,0,4,0, 2:46,"Day Game, on grass",Seattle Mariners,0,5,1, 1:10 p.m. , Safeco Field,Saturday,16,July, 2016
199,"40,550",San Francisco Giants,2,14,6, 4:05,"Night Game, on grass",San Diego Padres,0,10,7, 5:40 p.m. , Petco Park,Saturday,16,July, 2016
200,"37,324",New York Mets,1,6,2, 3:11,"Night Game, on grass",Philadelphia Phillies,0,10,4, 7:07 p.m. , Citizens Bank Park,Saturday,16,July, 2016
201,"27,510",Toronto Blue Jays,0,7,4, 2:41,"Day Game, on grass",Oakland Athletics,1,6,5, 1:07 p.m. , Oakland-Alameda County Coliseum,Saturday,16,July, 2016
202,"48,329",Boston Red Sox,0,10,5, 2:56,"Day Game, on grass",New York Yankees,2,5,2, 4:08 p.m. , Yankee Stadium III,Saturday,16,July, 2016
203,"29,447",Cleveland Indians,3,9,4, 3:50,"Night Game, on grass",Minnesota Twins,2,10,5, 6:39 p.m. , Target Field,Saturday,16,July, 2016
204,"39,594",Kansas City Royals,0,11,8, 3:16,"Night Game, on grass",Detroit Tigers,0,7,4, 7:10 p.m. , Comerica Park,Saturday,16,July, 2016
205,"31,328",Milwaukee Brewers,0,12,9, 3:03,"Night Game, on grass",Cincinnati Reds,0,9,1, 7:11 p.m. , Great American Ball Park,Saturday,16,July, 2016
206,"41,346",Texas Rangers,1,3,1, 2:47,"Day Game, on grass",Chicago Cubs,0,4,3, 1:20 p.m. , Wrigley Field,Saturday,16,July, 2016
207,"31,144",Cleveland Indians,0,12,7, 2:46,"Night Game, on grass",Kansas City Royals,0,8,3, 7:15 p.m. , Kauffman Stadium,Tuesday,19,July, 2016
208,"34,695",Atlanta Braves,1,5,2, 2:56,"Day Game, on grass",Colorado Rockies,1,11,7, 2:12 p.m. , Coors Field,Sunday,24,July, 2016
209,"25,304",Arizona Diamondbacks,0,13,9, 3:32,"Day Game, on grass",Cincinnati Reds,1,11,8, 1:11 p.m. , Great American Ball Park,Sunday,24,July, 2016
210,"30,281",Detroit Tigers,0,8,4, 3:00,"Day Game, on grass",Chicago White Sox,0,12,5, 2:01 p.m. , U.S. Cellular Field,Sunday,24,July, 2016
211,"36,806",Minnesota Twins,1,9,7, 3:15,"Day Game, on grass",Boston Red Sox,1,10,8, 1:35 p.m. , Fenway Park,Sunday,24,July, 2016
212,"37,821",Cleveland Indians,1,7,3, 2:46,"Day Game, on grass",Baltimore Orioles,1,7,5, 1:37 p.m. , Oriole Park at Camden Yards,Sunday,24,July, 2016
213,"30,747",San Diego Padres,1,6,2, 3:01,"Night Game, on grass",Washington Nationals,0,8,3, 7:05 p.m. , Nationals Park,Saturday,23,July, 2016
214,"47,517",Seattle Mariners,0,19,14, 3:18,"Day Game, on turf",Toronto Blue Jays,0,8,5, 1:08 p.m. , Rogers Centre,Saturday,23,July, 2016
215,"45,477",Los Angeles Dodgers,1,13,7, 2:56,"Night Game, on grass",St. Louis Cardinals,1,6,2, 6:15 p.m. , Busch Stadium III,Saturday,23,July, 2016
216,"35,802",Philadelphia Phillies,0,12,4, 3:35,"Day Game, on grass",Pittsburgh Pirates,2,8,7, 4:06 p.m. , PNC Park,Saturday,23,July, 2016
217,"30,436",Tampa Bay Rays,1,9,3, 2:22,"Night Game, on grass",Oakland Athletics,0,8,4, 6:07 p.m. , Oakland-Alameda County Coliseum,Saturday,23,July, 2016
218,"46,727",San Francisco Giants,2,9,2, 4:25,"Day Game, on grass",New York Yankees,0,9,1, 4:09 p.m. , Yankee Stadium III,Saturday,23,July, 2016
219,"44,643",Chicago Cubs,1,6,1, 2:56,"Night Game, on grass",Milwaukee Brewers,0,8,6, 6:10 p.m. , Miller Park,Saturday,23,July, 2016
220,Citi Field,St. Louis Cardinals,1,8,3,"ay Game, on grass",,New York Mets,1,7,2, 4:11 p.m. , 3:18,Tuesday,26,July, 2016
221,"41,743",Washington Nationals,0,8,3, 3:29,"Day Game, on grass",San Francisco Giants,0,8,5, 1:06 p.m. , AT&T Park,Saturday,30,July, 2016
222,"31,620",Cincinnati Reds,1,5,1, 2:44,"Night Game, on grass",San Diego Padres,0,6,2, 5:41 p.m. , Petco Park,Saturday,30,July, 2016
223,"42,207",Colorado Rockies,0,9,7, 3:09,"Night Game, on grass",New York Mets,3,6,2, 7:48 p.m. , Citi Field,Saturday,30,July, 2016
224,"27,914",Chicago White Sox,3,15,6, 3:23,"Night Game, on grass",Minnesota Twins,1,8,5, 6:10 p.m. , Target Field,Saturday,30,July, 2016
225,"36,663",Pittsburgh Pirates,0,8,3, 3:19,"Night Game, on grass",Milwaukee Brewers,1,12,5, 6:10 p.m. , Miller Park,Saturday,30,July, 2016
226,"25,011",St. Louis Cardinals,1,6,0, 3:02,"Night Game, on grass",Miami Marlins,1,12,11, 7:11 p.m. , Marlins Park,Saturday,30,July, 2016
227,"49,540",Arizona Diamondbacks,0,10,4, 3:24,"Night Game, on grass",Los Angeles Dodgers,0,8,2, 6:10 p.m. , Dodger Stadium,Saturday,30,July, 2016
228,"34,673",Houston Astros,2,5,2, 2:49,"Night Game, on grass",Detroit Tigers,0,7,3, 7:10 p.m. , Comerica Park,Saturday,30,July, 2016
229,"32,850",Oakland Athletics,0,8,3, 2:39,"Night Game, on grass",Cleveland Indians,0,12,6, 7:37 p.m. , Progressive Field,Saturday,30,July, 2016
230,"41,401",Seattle Mariners,1,5,4, 2:37,"Day Game, on grass",Chicago Cubs,1,3,1, 1:20 p.m. , Wrigley Field,Saturday,30,July, 2016
231,"38,236",Philadelphia Phillies,0,9,9, 3:40,"Night Game, on grass",Atlanta Braves,2,14,5, 7:11 p.m. , Turner Field,Saturday,30,July, 2016
232,"43,150",Boston Red Sox,0,6,2, 3:06,"Night Game, on grass",Los Angeles Angels of Anaheim,0,8,5, 6:07 p.m. , Angel Stadium of Anaheim,Saturday,30,July, 2016
233,"40,419",Miami Marlins,0,9,2, 2:48,"Night Game, on grass",Chicago Cubs,1,9,3, 7:07 p.m. , Wrigley Field,Tuesday,2,August, 2016
234,"35,986",Toronto Blue Jays,0,5,2, 2:36,"Night Game, on grass",Kansas City Royals,1,11,4, 6:14 p.m. , Kauffman Stadium,Saturday,6,August, 2016
235,"42,272",Texas Rangers,0,13,3, 3:07,"Night Game, on grass",Houston Astros,0,9,2, 6:09 p.m. , Minute Maid Park,Saturday,6,August, 2016
236,"41,053",New York Mets,0,14,5, 3:19,"Night Game, on grass",Detroit Tigers,3,10,6, 7:10 p.m. , Comerica Park,Saturday,6,August, 2016
237,"37,699",Miami Marlins,0,10,6, 3:25,"Night Game, on grass",Colorado Rockies,1,17,12, 6:10 p.m. , Coors Field,Saturday,6,August, 2016
238,"28,491",Baltimore Orioles,0,6,2, 2:56,"Night Game, on grass",Chicago White Sox,1,10,4, 6:10 p.m. , U.S. Cellular Field,Saturday,6,August, 2016
239,"29,370",Milwaukee Brewers,3,19,15, 4:00,"Night Game, on grass",Arizona Diamondbacks,0,8,6, 5:10 p.m. , Chase Field,Saturday,6,August, 2016
240,"34,036",San Francisco Giants,1,4,1, 2:26,"Night Game, on grass",Washington Nationals,0,6,5, 7:05 p.m. , Nationals Park,Friday,5,August, 2016
241,"12,161",Minnesota Twins,0,10,6, 2:57,"Night Game, on turf",Tampa Bay Rays,1,7,2, 7:10 p.m. , Tropicana Field,Friday,5,August, 2016
242,"42,421",Atlanta Braves,0,3,0, 2:28,"Night Game, on grass",St. Louis Cardinals,0,2,1, 7:16 p.m. , Busch Stadium III,Friday,5,August, 2016
243,"40,354",Los Angeles Angels of Anaheim,1,3,4, 2:52,"Night Game, on grass",Seattle Mariners,1,14,6, 7:10 p.m. , Safeco Field,Friday,5,August, 2016
244,"27,521",Philadelphia Phillies,0,6,5, 2:55,"Night Game, on grass",San Diego Padres,0,10,4, 7:40 p.m. , Petco Park,Friday,5,August, 2016
245,"28,882",Cincinnati Reds,2,6,2, 3:04,"Night Game, on grass",Pittsburgh Pirates,0,6,3, 7:07 p.m. , PNC Park,Friday,5,August, 2016
246,"38,089",New York Yankees,0,7,3, 3:13,"Night Game, on grass",Boston Red Sox,1,9,5, 7:10 p.m. , Fenway Park,Tuesday,9,August, 2016
247,"46,330",Houston Astros,0,12,5, 2:49,"Night Game, on turf",Toronto Blue Jays,1,7,3, 7:07 p.m. , Rogers Centre,Friday,12,August, 2016
248,"31,190",Detroit Tigers,0,7,5, 3:00,"Night Game, on grass",Texas Rangers,2,13,8, 9:47 p.m. , Globe Life Park in Arlington,Friday,12,August, 2016
249,"41,479",Baltimore Orioles,0,10,5, 3:01,"Night Game, on grass",San Francisco Giants,1,5,2, 7:15 p.m. , AT&T Park,Friday,12,August, 2016
250,"23,600",Colorado Rockies,3,8,6, 3:25,"Night Game, on grass",Philadelphia Phillies,1,11,10, 7:42 p.m. , Citizens Bank Park,Friday,12,August, 2016
251,"14,073",Seattle Mariners,0,4,3, 2:19,"Night Game, on grass",Oakland Athletics,0,12,6, 7:07 p.m. , Oakland-Alameda County Coliseum,Friday,12,August, 2016
252,"24,422",San Diego Padres,0,6,8, 3:07,"Night Game, on grass",New York Mets,0,8,6, 7:10 p.m. , Citi Field,Friday,12,August, 2016
253,"46,459",Tampa Bay Rays,0,4,3, 2:51,"Night Game, on grass",New York Yankees,0,8,6, 8:05 p.m. , Yankee Stadium III,Friday,12,August, 2016
254,"24,617",Kansas City Royals,0,11,7, 2:48,"Night Game, on grass",Minnesota Twins,1,5,3, 8:00 p.m. , Target Field,Friday,12,August, 2016
255,"24,553",Cincinnati Reds,1,12,7, 3:23,"Night Game, on grass",Milwaukee Brewers,2,6,4, 7:10 p.m. , Miller Park,Friday,12,August, 2016
256,"21,090",Chicago White Sox,0,12,4, 3:22,"Night Game, on grass",Miami Marlins,0,4,2, 7:11 p.m. , Marlins Park,Friday,12,August, 2016
257,"47,438",Pittsburgh Pirates,0,7,5, 2:57,"Night Game, on grass",Los Angeles Dodgers,0,12,1, 7:10 p.m. , Dodger Stadium,Friday,12,August, 2016
258,"27,014",Los Angeles Angels of Anaheim,2,8,3, 3:13,"Night Game, on grass",Cleveland Indians,0,17,13, 7:10 p.m. , Progressive Field,Friday,12,August, 2016
259,"35,840",Seattle Mariners,0,9,3, 3:01,"Night Game, on grass",Los Angeles Angels of Anaheim,0,4,2, 7:07 p.m. , Angel Stadium of Anaheim,Monday,15,August, 2016
260,"30,665",Toronto Blue Jays,2,5,2, 2:27,"Night Game, on grass",Cleveland Indians,0,6,3, 7:10 p.m. , Progressive Field,Friday,19,August, 2016
261,"28,184",Los Angeles Dodgers,0,10,2, 3:39,"Night Game, on grass",Cincinnati Reds,0,12,9, 7:11 p.m. , Great American Ball Park,Friday,19,August, 2016
262,"20,011",Oakland Athletics,1,11,9, 2:23,"Night Game, on grass",Chicago White Sox,1,2,0, 7:11 p.m. , U.S. Cellular Field,Friday,19,August, 2016
263,"34,422",Houston Astros,1,18,15, 3:03,"Night Game, on grass",Baltimore Orioles,0,10,8, 7:06 p.m. , Oriole Park at Camden Yards,Friday,19,August, 2016
264,"30,292",Washington Nationals,2,12,7, 3:36,"Night Game, on grass",Atlanta Braves,2,7,6, 7:36 p.m. , Turner Field,Friday,19,August, 2016
265,"40,256",New York Yankees,0,15,7, 2:55,"Night Game, on grass",Los Angeles Angels of Anaheim,1,6,0, 7:09 p.m. , Angel Stadium of Anaheim,Friday,19,August, 2016
266,"41,517",New York Mets,0,13,7, 3:30,"Night Game, on grass",San Francisco Giants,0,17,10, 7:15 p.m. , AT&T Park,Thursday,18,August, 2016
267,"32,103",Arizona Diamondbacks,1,14,8, 3:49,"Night Game, on grass",San Diego Padres,1,12,9, 7:10 p.m. , Petco Park,Thursday,18,August, 2016
268,"29,187",Los Angeles Dodgers,1,7,4, 2:54,"Night Game, on grass",Philadelphia Phillies,0,9,5, 7:07 p.m. , Citizens Bank Park,Thursday,18,August, 2016
269,"30,599",Minnesota Twins,1,5,1, 2:15,"Night Game, on grass",Kansas City Royals,0,7,8, 7:15 p.m. , Kauffman Stadium,Thursday,18,August, 2016
270,"34,649",Boston Red Sox,0,9,3, 3:23,"Day Game, on grass",Detroit Tigers,0,10,4, 1:10 p.m. , Comerica Park,Thursday,18,August, 2016
271,"12,982",Chicago White Sox,1,6,4, 3:00,"Night Game, on grass",Cleveland Indians,0,12,5, 7:10 p.m. , Progressive Field,Thursday,18,August, 2016
272,"32,996",Minnesota Twins,1,8,1, 2:25,"Day Game, on grass",Kansas City Royals,1,4,2, 1:15 p.m. , Kauffman Stadium,Sunday,21,August, 2016
273,"25,474",Pittsburgh Pirates,1,7,5, 3:26,"Night Game, on grass",Milwaukee Brewers,2,7,3, 7:11 p.m. , Miller Park,Friday,26,August, 2016
274,"17,775",San Diego Padres,2,6,6, 3:52,"Night Game, on grass",Miami Marlins,1,13,7, 7:11 p.m. , Marlins Park,Friday,26,August, 2016
275,"48,609",Chicago Cubs,1,9,6, 3:38,"Night Game, on grass",Los Angeles Dodgers,0,9,4, 7:11 p.m. , Dodger Stadium,Friday,26,August, 2016
276,"25,852",Tampa Bay Rays,1,8,4, 2:39,"Night Game, on grass",Houston Astros,0,6,5, 7:11 p.m. , Minute Maid Park,Friday,26,August, 2016
277,"31,357",Los Angeles Angels of Anaheim,0,4,2, 2:50,"Night Game, on grass",Detroit Tigers,0,9,4, 7:10 p.m. , Comerica Park,Friday,26,August, 2016
278,"25,651",Seattle Mariners,0,5,3, 2:22,"Night Game, on grass",Chicago White Sox,0,8,1, 7:10 p.m. , U.S. Cellular Field,Friday,26,August, 2016
279,"38,134",Kansas City Royals,1,9,6, 3:14,"Night Game, on grass",Boston Red Sox,0,15,3, 7:11 p.m. , Fenway Park,Friday,26,August, 2016
280,"26,087",Cincinnati Reds,0,12,3, 3:47,"Night Game, on grass",Arizona Diamondbacks,0,7,4, 6:40 p.m. , Chase Field,Friday,26,August, 2016
281,"39,722",Baltimore Orioles,0,3,0, 2:43,"Night Game, on grass",Washington Nationals,0,10,4, 7:06 p.m. , Nationals Park,Thursday,25,August, 2016
282,"46,273",Los Angeles Angels of Anaheim,1,11,6, 3:06,"Night Game, on turf",Toronto Blue Jays,0,7,3, 7:07 p.m. , Rogers Centre,Thursday,25,August, 2016
283,"23,768",Cleveland Indians,2,2,0, 2:34,"Night Game, on grass",Texas Rangers,0,8,9, 7:08 p.m. , Globe Life Park in Arlington,Thursday,25,August, 2016
284,"12,059",Boston Red Sox,0,7,1, 2:32,"Day Game, on turf",Tampa Bay Rays,0,7,2, 1:10 p.m. , Tropicana Field,Thursday,25,August, 2016
285,"38,002",Baltimore Orioles,0,10,5, 3:07,"Day Game, on grass",New York Yankees,0,8,0, 1:07 p.m. , Yankee Stadium III,Sunday,28,August, 2016
286,"12,602",Toronto Blue Jays,2,6,3, 2:52,"Night Game, on turf",Tampa Bay Rays,0,8,8, 7:10 p.m. , Tropicana Field,Friday,2,September, 2016
287,"16,775",Los Angeles Angels of Anaheim,2,10,8, 3:25,"Night Game, on grass",Seattle Mariners,1,13,11, 7:10 p.m. , Safeco Field,Friday,2,September, 2016
288,"21,772",Milwaukee Brewers,1,3,1, 3:01,"Night Game, on grass",Pittsburgh Pirates,1,7,0, 7:07 p.m. , PNC Park,Friday,2,September, 2016
289,"17,175",Atlanta Braves,0,13,8, 3:28,"Night Game, on grass",Philadelphia Phillies,1,9,4, 7:09 p.m. , Citizens Bank Park,Friday,2,September, 2016
290,"21,376",Boston Red Sox,0,17,16, 3:27,"Night Game, on grass",Oakland Athletics,2,6,2, 7:07 p.m. , Oakland-Alameda County Coliseum,Friday,2,September, 2016
291,"32,040",Washington Nationals,0,8,4, 3:07,"Night Game, on grass",New York Mets,0,4,1, 7:12 p.m. , Citi Field,Friday,2,September, 2016
292,"20,806",Chicago White Sox,1,17,11, 2:59,"Night Game, on grass",Minnesota Twins,1,8,4, 7:10 p.m. , Target Field,Friday,2,September, 2016
293,"48,911",San Diego Padres,1,6,4, 3:32,"Night Game, on grass",Los Angeles Dodgers,1,13,2, 7:11 p.m. , Dodger Stadium,Friday,2,September, 2016
294,"25,008",Detroit Tigers,2,13,7, 3:28,"Night Game, on grass",Kansas City Royals,0,11,6, 7:15 p.m. , Kauffman Stadium,Friday,2,September, 2016
295,"23,002",Arizona Diamondbacks,2,10,7, 3:11,"Night Game, on grass",Colorado Rockies,2,14,14, 6:42 p.m. , Coors Field,Friday,2,September, 2016
296,"24,415",Miami Marlins,0,8,2, 2:49,"Night Game, on grass",Cleveland Indians,0,7,6, 7:10 p.m. , Progressive Field,Friday,2,September, 2016
297,"21,441",St. Louis Cardinals,1,6,2, 2:57,"Night Game, on grass",Cincinnati Reds,0,11,3, 7:12 p.m. , Great American Ball Park,Friday,2,September, 2016
298,"13,062",Houston Astros,1,11,6, 3:44,"Night Game, on grass",Cleveland Indians,2,7,2, 7:10 p.m. , Progressive Field,Monday,5,September, 2016
299,"47,841",New York Mets,0,7,3, 3:24,"Night Game, on grass",Atlanta Braves,2,8,4, 7:12 p.m. , Turner Field,Saturday,10,September, 2016
300,"32,301",San Francisco Giants,0,19,11, 3:09,"Night Game, on grass",Arizona Diamondbacks,0,5,3, 5:10 p.m. , Chase Field,Saturday,10,September, 2016
301,"39,146",Texas Rangers,1,12,8, 3:40,"Night Game, on grass",Los Angeles Angels of Anaheim,0,9,5, 6:08 p.m. , Angel Stadium of Anaheim,Saturday,10,September, 2016
302,"28,469",Philadelphia Phillies,0,7,4, 3:31,"Night Game, on grass",Washington Nationals,0,9,5, 7:05 p.m. , Nationals Park,Friday,9,September, 2016
303,"46,953",Boston Red Sox,1,18,13, 3:23,"Night Game, on turf",Toronto Blue Jays,2,9,3, 7:09 p.m. , Rogers Centre,Friday,9,September, 2016
304,"42,647",Milwaukee Brewers,1,9,3, 2:34,"Night Game, on grass",St. Louis Cardinals,1,5,4, 7:15 p.m. , Busch Stadium III,Friday,9,September, 2016
305,"25,015",Colorado Rockies,0,9,4, 2:38,"Night Game, on grass",San Diego Padres,0,5,1, 7:42 p.m. , Petco Park,Friday,9,September, 2016
306,"24,520",Cincinnati Reds,0,10,4, 3:01,"Night Game, on grass",Pittsburgh Pirates,0,10,3, 7:08 p.m. , PNC Park,Friday,9,September, 2016
307,"19,385",Seattle Mariners,0,6,3, 2:59,"Night Game, on grass",Oakland Athletics,0,7,2, 7:07 p.m. , Oakland-Alameda County Coliseum,Friday,9,September, 2016
308,"30,194",Tampa Bay Rays,0,12,5, 3:30,"Night Game, on grass",New York Yankees,0,9,7, 7:08 p.m. , Yankee Stadium III,Friday,9,September, 2016
309,"20,173",Cleveland Indians,1,9,5, 3:07,"Night Game, on grass",Minnesota Twins,2,6,4, 7:10 p.m. , Target Field,Friday,9,September, 2016
310,"22,940",Los Angeles Dodgers,0,7,1, 3:08,"Night Game, on grass",Miami Marlins,0,8,4, 7:11 p.m. , Marlins Park,Friday,9,September, 2016
311,"29,932",Seattle Mariners,1,11,8, 3:08,"Night Game, on grass",Los Angeles Angels of Anaheim,1,6,1, 7:07 p.m. , Angel Stadium of Anaheim,Monday,12,September, 2016
312,"30,178",Houston Astros,0,10,6, 2:58,"Night Game, on grass",Seattle Mariners,2,3,0, 7:10 p.m. , Safeco Field,Friday,16,September, 2016
313,"18,179",Miami Marlins,0,13,3, 4:43,"Night Game, on grass",Philadelphia Phillies,1,13,4, 7:08 p.m. , Citizens Bank Park,Friday,16,September, 2016
314,"33,338",Minnesota Twins,0,3,0, 2:41,"Night Game, on grass",New York Mets,1,7,3, 7:10 p.m. , Citi Field,Friday,16,September, 2016
315,"29,318",Chicago White Sox,1,11,7, 3:00,"Night Game, on grass",Kansas City Royals,0,7,4, 7:15 p.m. , Kauffman Stadium,Friday,16,September, 2016
316,"30,451",San Diego Padres,1,10,7, 3:31,"Night Game, on grass",Colorado Rockies,0,14,8, 6:40 p.m. , Coors Field,Friday,16,September, 2016
